timestamp,xprice,yprice,returns
1363619830000,130.4875,151.0375,-0.025
1363619840000,130.4625,151.0625,-0.0375
1363619850000,130.4625,151.075,-0.0375
1363619860000,130.4625,151.0875,-0.05
1363619870000,130.4625,151.075,-0.05
1363619880000,130.4625,151.075,-0.05
1363619890000,130.4875,151.075,-0.05
1363619900000,130.4875,151.0625,-0.0375
1363619910000,130.4625,151.0375,-0.0125
1363619920000,130.4625,151.0375,0.0125
1363619930000,130.4625,151.075,-0.025
1363619940000,130.4375,151.0625,-0.025
1363619950000,130.4375,151.0625,-0.025
1363619960000,130.4375,151.05,-0.0125
1363619970000,130.4375,151.0375,0.0
1363619980000,130.4375,151.05,-0.0125
1363619990000,130.4875,151.05,-0.0375
1363620000000,130.4875,151.05,-0.025
1363620010000,130.4875,151.0625,-0.0625
1363620020000,130.525,151.075,-0.0875
1363620030000,130.5375,151.075,-0.0875
1363620040000,130.5375,151.1375,-0.15
1363620050000,130.5875,151.15,-0.1375
1363620060000,130.5625,151.175,-0.175
1363620070000,130.5625,151.1625,-0.1375
1363620080000,130.5375,151.1,-0.075
1363620090000,130.5125,151.0875,-0.0625
1363620100000,130.4875,151.075,-0.05
1363620110000,130.4875,151.0375,-0.025
1363620120000,130.4125,151.05,-0.0375
1363620130000,130.4375,151.025,-0.0125
1363620140000,130.4375,151.025,-0.0125
1363620150000,130.4375,151.025,0.0
1363620160000,130.4375,151.025,0.025
1363620170000,130.45,151.025,0.0375
1363620180000,130.45,151.025,0.05
1363620190000,130.45,151.0125,0.0625
1363620200000,130.4375,151.0125,0.0625
1363620210000,130.4375,151.0125,0.0125
1363620220000,130.4125,151.0125,0.025
1363620230000,130.4125,151.0,0.0375
1363620240000,130.3875,150.9875,0.0375
1363620250000,130.3875,150.975,0.05
1363620260000,130.4375,151.0125,0.0125
1363620270000,130.4375,151.0125,0.0125
1363620280000,130.4375,150.9875,0.0375
1363620290000,130.4375,151.025,-0.025
1363620300000,130.4375,151.0125,-0.025
1363620310000,130.425,151.0125,-0.025
1363620320000,130.4375,151.0125,-0.025
1363620330000,130.4125,150.9625,0.025
1363620340000,130.4125,150.9625,0.025
1363620350000,130.4125,150.9625,0.025
1363620360000,130.4125,150.9625,0.025
1363620370000,130.4125,150.9625,0.025
1363620380000,130.4125,150.9625,0.0375
1363620390000,130.4125,150.9625,-0.025
1363620400000,130.3875,150.9625,-0.0125
1363620410000,130.3875,150.9625,-0.0125
1363620420000,130.3875,150.975,-0.0125
1363620430000,130.4375,151.0125,-0.05
1363620440000,130.4375,151.025,-0.0625
1363620450000,130.4875,151.0375,-0.075
1363620460000,130.475,151.0375,-0.0625
1363620470000,130.4875,151.025,-0.0625
1363620480000,130.4875,151.025,-0.0625
1363620490000,130.4875,151.025,-0.05
1363620500000,130.4875,151.025,-0.075
1363620510000,130.4875,151.025,-0.075
1363620520000,130.525,151.05,-0.0875
1363620530000,130.525,151.05,-0.0875
1363620540000,130.5375,151.0375,-0.075
1363620550000,130.5375,151.0375,-0.075
1363620560000,130.5375,151.0375,-0.075
1363620570000,130.5375,151.0375,-0.075
1363620580000,130.5125,151.0375,-0.075
1363620590000,130.5,151.0125,-0.05
1363620600000,130.4875,151.025,-0.0625
1363620610000,130.4875,151.0,-0.0375
1363620620000,130.4875,150.9875,0.05
1363620630000,130.475,150.9875,0.0375
1363620640000,130.4875,150.9875,0.0375
1363620650000,130.4875,151.0125,0.0
1363620660000,130.5,151.0,0.0
1363620670000,130.525,151.025,-0.025
1363620680000,130.5125,151.025,-0.025
1363620690000,130.5125,151.025,-0.025
1363620700000,130.5125,151.025,-0.0375
1363620710000,130.5125,151.0125,-0.0375
1363620720000,130.5125,151.0125,-0.025
1363620730000,130.5125,151.0125,-0.0125
1363620740000,130.5125,151.0125,-0.0125
1363620750000,130.5125,151.025,-0.025
1363620760000,130.5125,151.05,-0.05
1363620770000,130.4875,151.0625,-0.05
1363620780000,130.4875,151.075,-0.0625
1363620790000,130.4875,151.075,-0.075
1363620800000,130.4875,151.075,-0.0625
1363620810000,130.4875,151.025,-0.0125
1363620820000,130.4875,151.0375,-0.0375
1363620830000,130.5,151.0375,-0.05
1363620840000,130.475,151.025,-0.0375
1363620850000,130.4625,151.025,-0.0375
1363620860000,130.4625,151.025,-0.0375
1363620870000,130.4875,151.025,-0.0375
1363620880000,130.4875,151.025,-0.025
1363620890000,130.4625,151.0,0.0
1363620900000,130.45,150.9875,0.0125
1363620910000,130.4875,150.9875,0.0375
1363620920000,130.4875,150.9875,0.0625
1363620930000,130.4625,150.9875,0.075
1363620940000,130.4625,150.9875,0.0625
1363620950000,130.4625,150.9875,0.075
1363620960000,130.45,150.9875,0.0875
1363620970000,130.4625,150.9875,0.1
1363620980000,130.45,151.0,0.0875
1363620990000,130.3875,150.9375,0.15
1363621000000,130.3625,150.95,0.1375
1363621010000,130.4,150.95,0.1
1363621020000,130.3875,150.9625,0.0875
1363621030000,130.3875,150.9625,0.075
1363621040000,130.3875,150.9625,0.05
1363621050000,130.3875,150.9625,0.0375
1363621060000,130.3875,150.975,0.025
1363621070000,130.3875,150.9625,0.05
1363621080000,130.3875,150.9625,0.05
1363621090000,130.3875,150.975,0.0375
1363621100000,130.3875,150.95,0.075
1363621110000,130.3875,150.95,0.075
1363621120000,130.3875,150.9625,0.0875
1363621130000,130.3875,150.9625,0.075
1363621140000,130.3875,150.9625,0.075
1363621150000,130.3875,150.9625,0.0875
1363621160000,130.3875,150.9625,0.0875
1363621170000,130.3875,150.9625,0.075
1363621180000,130.3875,150.9625,0.075
1363621190000,130.3875,150.9625,0.075
1363621200000,130.3875,150.9625,0.075
1363621210000,130.3875,150.9625,0.0875
1363621220000,130.3625,151.0375,0.025
1363621230000,130.3625,151.025,0.0625
1363621240000,130.3625,151.025,0.1
1363621250000,130.3625,151.0125,0.1125
1363621260000,130.3625,151.0,0.125
1363621270000,130.3625,151.0,0.125
1363621280000,130.3625,151.0,0.1125
1363621290000,130.3625,151.0,0.125
1363621300000,130.3625,150.9875,0.1375
1363621310000,130.3625,150.975,0.175
1363621320000,130.3625,150.9875,0.15
1363621330000,130.3625,151.0,0.1
1363621340000,130.375,151.0,0.1
1363621350000,130.4,151.0,0.1
1363621360000,130.4,151.0,0.1
1363621370000,130.3875,151.0125,0.0875
1363621380000,130.3875,151.0125,0.0875
1363621390000,130.3875,151.0,0.1
1363621400000,130.3875,151.0125,0.075
1363621410000,130.3875,151.0125,0.0625
1363621420000,130.3625,151.0,0.0875
1363621430000,130.3625,150.9875,0.1
1363621440000,130.3625,150.9875,0.1
1363621450000,130.3875,150.9875,0.1
1363621460000,130.375,150.9875,0.1
1363621470000,130.375,150.9875,0.1
1363621480000,130.4125,151.0,0.075
1363621490000,130.4375,151.0,0.0875
1363621500000,130.4375,151.0,0.0875
1363621510000,130.4375,151.025,0.0625
1363621520000,130.4375,151.05,0.025
1363621530000,130.4375,151.0625,0.0125
1363621540000,130.4375,151.05,0.0125
1363621550000,130.4375,151.0625,0.0
1363621560000,130.4375,151.075,0.0
1363621570000,130.4625,151.0875,-0.0125
1363621580000,130.4625,151.0875,-0.0375
1363621590000,130.475,151.0875,-0.05
1363621600000,130.4875,151.0875,-0.05
1363621610000,130.4875,151.05,-0.0125
1363621620000,130.4875,151.05,-0.0125
1363621630000,130.475,151.0375,0.0
1363621640000,130.475,151.0125,0.025
1363621650000,130.4625,151.0,0.0375
1363621660000,130.475,151.0,0.0875
1363621670000,130.475,151.0125,0.075
1363621680000,130.475,151.0125,0.1125
1363621690000,130.475,151.0125,0.1
1363621700000,130.4875,151.025,0.0875
1363621710000,130.4875,151.025,0.0875
1363621720000,130.475,151.05,0.0625
1363621730000,130.4625,151.0375,0.075
1363621740000,130.4625,151.0375,0.075
1363621750000,130.4625,151.05,0.0125
1363621760000,130.475,151.05,0.0125
1363621770000,130.475,151.0375,0.025
1363621780000,130.4625,151.0375,0.025
1363621790000,130.4625,151.0375,0.025
1363621800000,130.4625,151.0375,0.05
1363621810000,130.4625,151.05,0.0375
1363621820000,130.4625,151.0625,0.025
1363621830000,130.4875,151.0875,-0.0375
1363621840000,130.525,151.125,-0.1
1363621850000,130.5375,151.125,-0.0875
1363621860000,130.5375,151.125,-0.1
1363621870000,130.5375,151.125,-0.0875
1363621880000,130.5375,151.1125,-0.075
1363621890000,130.5375,151.125,-0.0875
1363621900000,130.55,151.125,-0.0875
1363621910000,130.55,151.15,-0.05
1363621920000,130.5375,151.1375,-0.0375
1363621930000,130.5375,151.1,-0.0125
1363621940000,130.5375,151.1,-0.0125
1363621950000,130.5375,151.1,-0.025
1363621960000,130.5375,151.1,-0.025
1363621970000,130.5375,151.1,-0.0375
1363621980000,130.5375,151.1,-0.05
1363621990000,130.5375,151.1,-0.0625
1363622000000,130.5125,151.0875,-0.05
1363622010000,130.5375,151.075,-0.0375
1363622020000,130.5375,151.0875,-0.05
1363622030000,130.55,151.0875,-0.05
1363622040000,130.55,151.0875,-0.05
1363622050000,130.55,151.0875,-0.05
1363622060000,130.55,151.0875,-0.05
1363622070000,130.5375,151.0875,-0.05
1363622080000,130.55,151.075,-0.0375
1363622090000,130.5375,151.0875,-0.05
1363622100000,130.5375,151.0875,-0.05
1363622110000,130.5125,151.0875,-0.0625
1363622120000,130.4875,151.075,-0.05
1363622130000,130.4875,151.075,-0.05
1363622140000,130.4875,151.0625,-0.0375
1363622150000,130.4875,151.0625,-0.0375
1363622160000,130.4875,151.075,-0.05
1363622170000,130.4875,151.075,-0.05
1363622180000,130.4875,151.05,-0.0375
1363622190000,130.4875,151.0375,-0.025
1363622200000,130.525,151.0375,-0.025
1363622210000,130.5375,151.0375,-0.025
1363622220000,130.5375,151.0375,-0.0875
1363622230000,130.5375,151.0375,-0.0875
1363622240000,130.525,151.0375,-0.0875
1363622250000,130.5375,151.0375,-0.0875
1363622260000,130.5375,151.0875,-0.075
1363622270000,130.5375,151.0875,-0.0875
1363622280000,130.5125,151.125,-0.125
1363622290000,130.4875,151.1125,-0.1125
1363622300000,130.4875,151.1125,-0.0875
1363622310000,130.475,151.1125,-0.0875
1363622320000,130.475,151.1125,-0.0875
1363622330000,130.4875,151.1125,-0.1
1363622340000,130.4875,151.1125,-0.1125
1363622350000,130.4875,151.0625,-0.0625
1363622360000,130.4875,151.0625,-0.0625
1363622370000,130.4875,151.0625,-0.0625
1363622380000,130.4875,151.0625,-0.0625
1363622390000,130.4875,151.0625,-0.0625
1363622400000,130.4875,151.0875,-0.0875
1363622410000,130.4875,151.0875,-0.0875
1363622420000,130.4875,151.0875,-0.0875
1363622430000,130.4125,151.05,-0.025
1363622440000,130.3875,151.025,0.0
1363622450000,130.3875,151.0375,-0.0375
1363622460000,130.3875,151.025,-0.025
1363622470000,130.4125,151.0375,-0.0375
1363622480000,130.4125,151.0375,-0.025
1363622490000,130.4125,151.0375,-0.0125
1363622500000,130.4125,151.0375,-0.0125
1363622510000,130.425,151.1,-0.0875
1363622520000,130.425,151.1,-0.0875
1363622530000,130.425,151.0875,-0.075
1363622540000,130.425,151.0875,-0.075
1363622550000,130.4125,151.075,-0.0625
1363622560000,130.4125,151.075,-0.0625
1363622570000,130.4125,151.0625,-0.0625
1363622580000,130.4125,151.05,-0.0375
1363622590000,130.4125,151.0375,-0.025
1363622600000,130.4125,151.0375,-0.025
1363622610000,130.4125,151.0375,-0.025
1363622620000,130.4125,151.0375,0.0
1363622630000,130.4125,151.0375,0.0
1363622640000,130.4125,151.0375,0.0
1363622650000,130.4125,151.0375,0.0
1363622660000,130.3625,151.0375,0.05
1363622670000,130.3625,151.0375,0.05
1363622680000,130.3625,151.0375,0.0375
1363622690000,130.3625,151.0375,0.0375
1363622700000,130.3625,151.0375,0.05
1363622710000,130.375,151.025,0.0625
1363622720000,130.375,151.025,0.0625
1363622730000,130.375,151.025,0.0625
1363622740000,130.3875,151.025,0.0625
1363622750000,130.3875,151.025,0.0625
1363622760000,130.3875,151.025,0.075
1363622770000,130.3875,151.025,0.075
1363622780000,130.3875,151.0125,0.125
1363622790000,130.3875,151.0125,0.125
1363622800000,130.3875,151.0125,0.1625
1363622810000,130.3875,151.0125,0.1625
1363622820000,130.3875,150.95,0.2375
1363622830000,130.3875,150.95,0.2375
1363622840000,130.3875,150.95,0.35
1363622850000,130.3875,150.95,0.35
1363622860000,130.3875,151.0125,0.2625
1363622870000,130.3875,151.0,0.275
1363622880000,130.3875,151.0,0.275
1363622890000,130.4,151.0,0.2875
1363622900000,130.4125,151.025,0.225
1363622910000,130.4125,151.025,0.2125
1363622920000,130.4,151.025,0.1875
1363622930000,130.4125,151.0125,0.2
1363622940000,130.4125,151.0,0.2
1363622950000,130.4125,151.0,0.2
1363622960000,130.4125,151.0,0.2
1363622970000,130.4125,151.0,0.2
1363622980000,130.4125,151.0,0.2
1363622990000,130.4125,151.0,0.2
1363623000000,130.3875,151.0,0.2
1363623010000,130.3875,151.0,0.2
1363623020000,130.4125,151.0,0.2
1363623030000,130.4125,151.025,0.175
1363623040000,130.4125,151.025,0.175
1363623050000,130.4125,151.0,0.2125
1363623060000,130.4125,151.0,0.2125
1363623070000,130.4125,151.0,0.2125
1363623080000,130.4125,151.0125,0.2
1363623090000,130.4375,151.025,0.1875
1363623100000,130.4125,151.025,0.1625
1363623110000,130.4125,151.0125,0.175
1363623120000,130.4125,151.0125,0.175
1363623130000,130.4125,151.0125,0.175
1363623140000,130.4125,151.0125,0.15
1363623150000,130.4125,151.0125,0.15
1363623160000,130.4125,151.0125,0.125
1363623170000,130.4125,151.0,0.1375
1363623180000,130.375,151.0125,0.1
1363623190000,130.3875,151.0125,0.0875
1363623200000,130.4125,151.0125,0.075
1363623210000,130.4125,151.0125,0.075
1363623220000,130.4375,151.0375,0.05
1363623230000,130.4375,151.0375,0.075
1363623240000,130.45,151.0375,0.075
1363623250000,130.4625,151.0375,0.075
1363623260000,130.4625,151.0875,0.0625
1363623270000,130.4625,151.0875,0.0625
1363623280000,130.4875,151.075,0.075
1363623290000,130.4875,151.075,0.1125
1363623300000,130.4875,151.0875,0.1
1363623310000,130.4875,151.0875,0.1
1363623320000,130.4875,151.0875,0.1
1363623330000,130.4875,151.0875,0.1
1363623340000,130.4875,151.0875,0.1
1363623350000,130.4875,151.0875,0.1
1363623360000,130.4875,151.1,0.0875
1363623370000,130.4875,151.1,0.0875
1363623380000,130.5375,151.1375,0.0375
1363623390000,130.5625,151.1375,0.0375
1363623400000,130.5875,151.175,0.0
1363623410000,130.6125,151.175,0.0
1363623420000,130.5875,151.1875,-0.025
1363623430000,130.5875,151.1875,-0.025
1363623440000,130.5875,151.3,-0.1375
1363623450000,130.5875,151.3,-0.15
1363623460000,130.5875,151.275,-0.125
1363623470000,130.5875,151.275,-0.125
1363623480000,130.5875,151.275,-0.1375
1363623490000,130.5875,151.2875,-0.15
1363623500000,130.6125,151.25,-0.1
1363623510000,130.625,151.2375,-0.0875
1363623520000,130.6125,151.2125,-0.0625
1363623530000,130.6125,151.2125,-0.0625
1363623540000,130.6125,151.2,-0.05
1363623550000,130.6,151.2,-0.0375
1363623560000,130.6125,151.2,-0.0375
1363623570000,130.6125,151.2,-0.0375
1363623580000,130.6125,151.2,-0.0375
1363623590000,130.6,151.2,-0.0375
1363623600000,130.6,151.2,-0.0375
1363623610000,130.6125,151.2,-0.0375
1363623620000,130.6125,151.2,-0.0375
1363623630000,130.6125,151.2,-0.0375
1363623640000,130.6125,151.2,-0.0375
1363623650000,130.625,151.2125,-0.05
1363623660000,130.625,151.2125,-0.05
1363623670000,130.625,151.2125,-0.05
1363623680000,130.625,151.2125,-0.025
1363623690000,130.6125,151.2125,-0.0375
1363623700000,130.6125,151.1875,-0.0125
1363623710000,130.5875,151.1875,-0.0125
1363623720000,130.5875,151.1875,-0.0125
1363623730000,130.5625,151.1875,-0.025
1363623740000,130.5375,151.1625,-0.0125
1363623750000,130.5375,151.1625,-0.0125
1363623760000,130.525,151.1375,0.0125
1363623770000,130.5125,151.1375,0.0125
1363623780000,130.4375,151.1125,0.0375
1363623790000,130.45,151.1,0.05
1363623800000,130.45,151.0875,0.0625
1363623810000,130.45,151.0875,0.0625
1363623820000,130.45,151.0875,0.0625
1363623830000,130.45,151.1125,0.0375
1363623840000,130.45,151.1125,0.0
1363623850000,130.45,151.1125,0.0
1363623860000,130.45,151.15,-0.0375
1363623870000,130.45,151.15,-0.0375
1363623880000,130.45,151.15,-0.0375
1363623890000,130.4625,151.1875,-0.075
1363623900000,130.4625,151.1875,-0.05
1363623910000,130.4625,151.1875,-0.0625
1363623920000,130.4875,151.1875,-0.0625
1363623930000,130.4875,151.1875,-0.0625
1363623940000,130.4875,151.1875,-0.0625
1363623950000,130.5125,151.1875,-0.0625
1363623960000,130.525,151.1875,-0.0625
1363623970000,130.525,151.1875,-0.0625
1363623980000,130.525,151.175,-0.05
1363623990000,130.525,151.175,-0.05
1363624000000,130.5375,151.175,-0.05
1363624010000,130.5125,151.175,-0.05
1363624020000,130.5375,151.1625,-0.0375
1363624030000,130.5375,151.1625,-0.0375
1363624040000,130.5375,151.1625,-0.0375
1363624050000,130.525,151.15,-0.025
1363624060000,130.5375,151.15,-0.025
1363624070000,130.5375,151.15,-0.025
1363624080000,130.5375,151.1375,-0.0125
1363624090000,130.525,151.1375,-0.0125
1363624100000,130.525,151.15,-0.025
1363624110000,130.5125,151.15,-0.025
1363624120000,130.5125,151.15,-0.05
1363624130000,130.5125,151.15,-0.0875
1363624140000,130.5125,151.15,-0.1
1363624150000,130.5625,151.1625,-0.1125
1363624160000,130.5625,151.1625,-0.075
1363624170000,130.5625,151.1625,-0.0625
1363624180000,130.5625,151.1625,-0.0625
1363624190000,130.575,151.1625,-0.0625
1363624200000,130.575,151.1625,-0.0625
1363624210000,130.5875,151.1625,-0.0625
1363624220000,130.5875,151.1625,-0.0625
1363624230000,130.5875,151.1625,-0.075
1363624240000,130.5875,151.1625,-0.075
1363624250000,130.5875,151.1625,-0.075
1363624260000,130.5625,151.1625,-0.075
1363624270000,130.5625,151.1625,-0.075
1363624280000,130.575,151.1875,-0.1
1363624290000,130.575,151.175,-0.0875
1363624300000,130.5875,151.175,-0.0875
1363624310000,130.5875,151.175,-0.075
1363624320000,130.5875,151.175,-0.075
1363624330000,130.5625,151.1625,-0.075
1363624340000,130.5625,151.15,-0.0625
1363624350000,130.5625,151.15,-0.05
1363624360000,130.5625,151.15,-0.0625
1363624370000,130.5625,151.15,-0.0625
1363624380000,130.5625,151.15,-0.0625
1363624390000,130.5625,151.15,-0.05
1363624400000,130.5625,151.15,-0.0375
1363624410000,130.5625,151.15,-0.0375
1363624420000,130.5625,151.15,-0.0375
1363624430000,130.5625,151.15,-0.025
1363624440000,130.5625,151.1125,0.025
1363624450000,130.5625,151.1125,0.0375
1363624460000,130.5625,151.1125,0.0375
1363624470000,130.5625,151.1125,0.0375
1363624480000,130.5625,151.1125,0.025
1363624490000,130.5625,151.1125,0.025
1363624500000,130.5625,151.1375,0.0125
1363624510000,130.5625,151.125,0.025
1363624520000,130.5625,151.125,0.025
1363624530000,130.5625,151.125,0.025
1363624540000,130.5875,151.125,0.025
1363624550000,130.6,151.125,0.025
1363624560000,130.6,151.125,0.0125
1363624570000,130.6,151.125,0.0125
1363624580000,130.6125,151.125,0.0125
1363624590000,130.6125,151.125,0.0125
1363624600000,130.6125,151.125,0.0125
1363624610000,130.6125,151.125,0.0125
1363624620000,130.6125,151.125,0.0125
1363624630000,130.6125,151.125,0.0125
1363624640000,130.6125,151.125,0.0125
1363624650000,130.6125,151.125,0.0125
1363624660000,130.6125,151.125,0.0125
1363624670000,130.6125,151.125,0.0125
1363624680000,130.6125,151.125,0.0125
1363624690000,130.6125,151.125,0.0125
1363624700000,130.6125,151.125,0.0125
1363624710000,130.6125,151.125,0.0125
1363624720000,130.5625,151.1,0.0375
1363624730000,130.5625,151.0625,0.075
1363624740000,130.5625,151.05,0.0875
1363624750000,130.5625,151.05,0.0875
1363624760000,130.6125,151.0875,0.05
1363624770000,130.6,151.1,0.0375
1363624780000,130.6125,151.1,0.0375
1363624790000,130.6125,151.1,0.05
1363624800000,130.6125,151.1,0.05
1363624810000,130.6125,151.1,0.0875
1363624820000,130.6125,151.1,0.0875
1363624830000,130.6125,151.0875,0.075
1363624840000,130.6125,151.0875,0.1
1363624850000,130.6125,151.0875,0.0875
1363624860000,130.6125,151.0875,0.1
1363624870000,130.6125,151.0875,0.1
1363624880000,130.6125,151.0875,0.1125
1363624890000,130.6125,151.0875,0.1125
1363624900000,130.6125,151.0875,0.1125
1363624910000,130.6625,151.1,0.1
1363624920000,130.6625,151.1,0.1
1363624930000,130.6625,151.0875,0.1125
1363624940000,130.6625,151.0875,0.1125
1363624950000,130.6625,151.1,0.1
1363624960000,130.6625,151.0875,0.1125
1363624970000,130.6625,151.0875,0.1125
1363624980000,130.6625,151.0875,0.1125
1363624990000,130.6625,151.1,0.1
1363625000000,130.6625,151.1125,0.0875
1363625010000,130.6625,151.1125,0.0875
1363625020000,130.6625,151.1125,0.0875
1363625030000,130.6625,151.125,0.0875
1363625040000,130.6625,151.1375,0.1
1363625050000,130.65,151.15,0.0875
1363625060000,130.6375,151.15,0.1125
1363625070000,130.6375,151.15,0.1125
1363625080000,130.6625,151.1375,0.125
1363625090000,130.6875,151.1375,0.125
1363625100000,130.6875,151.15,0.1125
1363625110000,130.675,151.15,0.1125
1363625120000,130.675,151.15,0.1125
1363625130000,130.6875,151.15,0.1125
1363625140000,130.6875,151.15,0.1125
1363625150000,130.6875,151.15,0.1125
1363625160000,130.6875,151.1375,0.125
1363625170000,130.6875,151.1375,0.125
1363625180000,130.6875,151.1375,0.125
1363625190000,130.6875,151.1375,0.125
1363625200000,130.6875,151.1375,0.125
1363625210000,130.6875,151.1375,0.125
1363625220000,130.6875,151.1375,0.125
1363625230000,130.6875,151.1375,0.1375
1363625240000,130.6625,151.1375,0.125
1363625250000,130.6625,151.1375,0.1375
1363625260000,130.6625,151.1375,0.125
1363625270000,130.6625,151.1375,0.1375
1363625280000,130.675,151.1375,0.1375
1363625290000,130.6875,151.1375,0.1375
1363625300000,130.6875,151.1375,0.1375
1363625310000,130.6875,151.1375,0.1375
1363625320000,130.6875,151.1375,0.1375
1363625330000,130.6875,151.1375,0.15
1363625340000,130.6875,151.1375,0.15
1363625350000,130.6875,151.1375,0.175
1363625360000,130.6625,151.1375,0.1875
1363625370000,130.6625,151.1375,0.1875
1363625380000,130.6625,151.1375,0.1875
1363625390000,130.6625,151.15,0.1625
1363625400000,130.6625,151.15,0.1125
1363625410000,130.6625,151.1875,0.0375
1363625420000,130.6625,151.1875,0.0375
1363625430000,130.6625,151.1625,0.0625
1363625440000,130.6625,151.1875,0.0375
1363625450000,130.6625,151.175,0.0625
1363625460000,130.6625,151.1875,0.05
1363625470000,130.6625,151.1875,0.075
1363625480000,130.6625,151.2,0.0625
1363625490000,130.6625,151.2,0.075
1363625500000,130.6625,151.2,0.075
1363625510000,130.6625,151.2,0.075
1363625520000,130.6875,151.2,0.075
1363625530000,130.6875,151.2,0.0375
1363625540000,130.6875,151.2,0.025
1363625550000,130.6875,151.2,0.025
1363625560000,130.6875,151.2,0.025
1363625570000,130.6875,151.2,0.0125
1363625580000,130.6875,151.2,0.0375
1363625590000,130.6875,151.2,0.0375
1363625600000,130.6875,151.2,0.05
1363625610000,130.6875,151.2,0.075
1363625620000,130.6875,151.2,0.075
1363625630000,130.7375,151.2125,0.0625
1363625640000,130.7375,151.2375,0.025
1363625650000,130.7375,151.2375,0.025
1363625660000,130.7625,151.2625,0.0
1363625670000,130.7375,151.2625,0.0
1363625680000,130.7375,151.2625,0.0
1363625690000,130.7375,151.2625,0.0
1363625700000,130.7375,151.2625,0.0
1363625710000,130.7375,151.2625,0.0
1363625720000,130.7375,151.2625,0.0
1363625730000,130.7375,151.2625,-0.025
1363625740000,130.7375,151.2625,-0.025
1363625750000,130.7375,151.2625,-0.0125
1363625760000,130.7375,151.2625,-0.0125
1363625770000,130.7375,151.2625,-0.0125
1363625780000,130.7375,151.2625,-0.0125
1363625790000,130.7375,151.2625,-0.0125
1363625800000,130.7375,151.2625,-0.0125
1363625810000,130.7375,151.2625,-0.0125
1363625820000,130.7375,151.2625,-0.0125
1363625830000,130.7375,151.275,-0.025
1363625840000,130.7375,151.2625,-0.0125
1363625850000,130.7375,151.275,-0.025
1363625860000,130.7625,151.2625,-0.0125
1363625870000,130.7875,151.275,-0.1
1363625880000,130.7875,151.275,-0.0875
1363625890000,130.7875,151.275,-0.0875
1363625900000,130.7875,151.275,-0.075
1363625910000,130.7875,151.275,-0.0875
1363625920000,130.7875,151.275,-0.0875
1363625930000,130.8125,151.2875,-0.1
1363625940000,130.8375,151.2875,-0.1
1363625950000,130.8375,151.3125,-0.125
1363625960000,130.8375,151.325,-0.1375
1363625970000,130.8375,151.325,-0.1375
1363625980000,130.8125,151.325,-0.1375
1363625990000,130.8125,151.3125,-0.125
1363626000000,130.7875,151.2625,-0.075
1363626010000,130.7375,151.225,-0.075
1363626020000,130.7375,151.225,-0.05
1363626030000,130.7375,151.225,-0.05
1363626040000,130.7375,151.225,-0.05
1363626050000,130.775,151.2375,-0.0625
1363626060000,130.775,151.2375,-0.0625
1363626070000,130.8125,151.2625,-0.0875
1363626080000,130.7875,151.2625,-0.0625
1363626090000,130.8,151.275,-0.075
1363626100000,130.7875,151.275,-0.0625
1363626110000,130.7875,151.275,-0.0625
1363626120000,130.675,151.275,-0.0625
1363626130000,130.6875,151.2375,-0.025
1363626140000,130.6875,151.225,-0.0125
1363626150000,130.6875,151.225,-0.0125
1363626160000,130.6875,151.225,-0.0125
1363626170000,130.6875,151.2125,0.0
1363626180000,130.6875,151.2375,-0.025
1363626190000,130.7375,151.2375,-0.05
1363626200000,130.8,151.25,-0.05
1363626210000,130.8,151.275,-0.05
1363626220000,130.8,151.275,-0.05
1363626230000,130.7625,151.275,-0.05
1363626240000,130.7625,151.2625,-0.0375
1363626250000,130.7625,151.2625,-0.0375
1363626260000,130.7625,151.2625,-0.025
1363626270000,130.7625,151.2625,-0.025
1363626280000,130.7625,151.2625,-0.025
1363626290000,130.7625,151.2625,-0.025
1363626300000,130.7375,151.2625,-0.025
1363626310000,130.7375,151.2625,-0.0
1363626320000,130.7375,151.2625,0.0125
1363626330000,130.7625,151.2375,0.0875
1363626340000,130.7625,151.2375,0.0875
1363626350000,130.7625,151.25,0.0875
1363626360000,130.7625,151.25,0.1375
1363626370000,130.7625,151.25,0.1625
1363626380000,130.7375,151.25,0.1625
1363626390000,130.7375,151.25,0.15
1363626400000,130.7375,151.25,0.1625
1363626410000,130.7125,151.25,0.1625
1363626420000,130.7125,151.25,0.175
1363626430000,130.7125,151.25,0.2
1363626440000,130.7125,151.25,0.2
1363626450000,130.7125,151.25,0.2
1363626460000,130.7125,151.25,0.1875
1363626470000,130.6625,151.175,0.275
1363626480000,130.6625,151.1875,0.2625
1363626490000,130.6625,151.1875,0.2625
1363626500000,130.6875,151.2,0.25
1363626510000,130.6875,151.1875,0.1625
1363626520000,130.6875,151.1875,0.15
1363626530000,130.6875,151.1875,0.15
1363626540000,130.6875,151.1875,0.125
1363626550000,130.6875,151.1875,0.125
1363626560000,130.6875,151.1875,0.125
1363626570000,130.6875,151.1875,0.125
1363626580000,130.6875,151.1875,0.1375
1363626590000,130.6875,151.1875,0.1375
1363626600000,130.6875,151.1875,0.1375
1363626610000,130.7125,151.15,0.175
1363626620000,130.7125,151.175,0.15
1363626630000,130.7125,151.175,0.15
1363626640000,130.7125,151.175,0.1625
1363626650000,130.7125,151.175,0.15
1363626660000,130.7125,151.175,0.15
1363626670000,130.7125,151.175,0.15
1363626680000,130.7125,151.2,0.125
1363626690000,130.7125,151.2,0.125
